*	VF1	VF2
0.00447407082784657	-5.03854741776119	-2.51988827899171
0.00447409524190911	-5.03601744331015	-2.51994873653372
0.00447410744894028	-5.03380723204161	-2.51997892623934
0.00447411355245597	-5.03244505367902	-2.51999401287168
0.00447413186300283	-5.02550809395756	-2.52003920380159
0.00447414712179173	-5.00946090248891	-2.52007668959424
0.00447416543233858	-4.88643192235336	-2.52012057618942
0.00447417021575758	-4.768083459697	-2.52013116346659
0.00447417858674082	-4.51862937176322	-2.52014866157741
0.00447418815357881	-4.21411972773218	-2.52016607337806
0.00447420678963906	-3.6205996613998	-2.52019187357306
0.00447424115929329	-2.52818111881051	-2.52021130601318
0.00447430989860154	-0.346729009447625	-2.52014078874649
0.00447441786238856	3.06958046738081	-2.5197363289394
0.00447449501825514	4.91321434639192	-2.51925916493526
0.00447457104587534	5.02803086737706	-2.51873169874096
0.00447463393031389	4.99697240474253	-2.51828055701713
0.00447468446572552	4.99324698622206	-2.51791440736037
0.00447477196449264	4.99346896438584	-2.51727876545588
0.00447494696202688	4.99360670193577	-2.51600631981845
0.00447529695709559	4.99366685238661	-2.51346100290412
0.00447599694723277	4.99378803562272	-2.50837204312142
0.00447739692750737	4.99403167013148	-2.49820351232028
0.00448019688805634	4.99451769956322	-2.47790609708092
0.00448579680915429	4.99548475293302	-2.43747101937055
0.00449699665135017	4.99739894802026	-2.35723678254821
0.00451939633574194	5.00114878178858	-2.19927773222173
0.00456419570452571	5.00834295303897	-1.89312266057996
0.00465379444209302	5.02157571387603	-1.31777271617141
0.00475379444209301	5.03464971452831	-0.729908435705575
0.004853794442093	5.04608023775066	-0.194753129606151
0.00495379444209298	5.05601100174595	0.292234142994495
0.00505379444209297	5.06457676567551	0.735324829913571
0.00515379444209296	5.07190136931229	1.13845340185044
0.00525379444209295	5.07809779395386	1.50521611633079
0.00535379444209294	5.08326884634041	1.83889061005868
0.00545379444209293	5.08750798636833	2.14246085496415
0.00555379444209292	5.09083924479268	2.41859219645248
0.00557879444209286	5.07897661925289	2.48237069430505
0.00558504444209285	5.07105560787252	2.4981718279807
0.00558816944209295	5.06499650765416	2.50603023771876
0.005589731942093	5.06073931767302	2.50994704621281
0.00559051319209303	5.05799935064259	2.51190190377638
0.00559207569209308	5.04926692395161	2.51580006695731
0.00559227100459303	5.04732442222501	2.51628592061829
0.00559236866084301	5.04612457371354	2.51652870752755
0.00559256397334296	5.04261818311367	2.51701382392939
0.00559266162959293	5.03755894143194	2.5172557242601
0.0055926738366241	5.03678449161823	2.51728595233016
0.00559269825068665	5.03460560710113	2.51734637615707
0.00559271045771781	5.03274048314614	2.51737655478863
0.00559273487178036	5.02374129976048	2.51743678232732
0.00559273792353809	5.02189426324242	2.5174442944287
0.00559275623408495	4.99258065685933	2.5174891265087
0.00559276233760064	4.95016343215387	2.51750372246535
0.00559278675166297	4.39203942037398	2.51755555967282
0.00559280389957428	3.86603446268791	2.5175825668293
0.00559282595298094	3.17266334155725	2.51760440272785
0.00559285842352386	2.14578464150314	2.51760953782372
0.00559291177732857	0.45587728344006	2.51754761308281
0.00559297310625428	-1.48541041506272	2.51736824438845
0.00559309576410572	-4.88966793594943	2.51669651375096
0.00559316655857778	-5.02334274239927	2.51621392983952
0.00559322266712337	-4.99893821971995	2.51581331157023
0.00559327692587397	-4.9949900162115	2.51542085326415
0.00559336132571708	-4.99520290428573	2.51480800308228
0.00559353012540309	-4.99533514728438	2.51358067221618
0.00559386772477533	-4.99539313197059	2.51112517487548
0.00559454292351957	-4.99551001538285	2.50621538651056
0.00559589332100807	-4.99574508079457	2.49640426636427
0.00559859411598529	-4.99621406496377	2.4768187014596
0.0056039957059395	-4.99714737915623	2.43779609890771
0.00561479888584793	-4.99899547235659	2.36034284817124
0.005636405245665	-5.00261848220699	2.20777388826341
0.00567961796529892	-5.00957963430292	1.91173951875115
0.00576604340456677	-5.02242228971433	1.35420056182966
0.00586604340456676	-5.03560759584734	0.762709469134966
0.00596604340456675	-5.04713995861404	0.224226049810582
0.00606604340456673	-5.05716339747877	-0.265798920146004
0.00616604340456672	-5.06581331854863	-0.711656654033316
0.00626604340456671	-5.07321427636907	-1.1173038174974
0.0063660434045667	-5.07947994432763	-1.48635831344145
0.00646604340456669	-5.08471377190875	-1.82211797285406
0.00656604340456668	-5.08900981026452	-2.12758531962514
0.00666604340456667	-5.0924149427498	-2.40545225177437
0.00669104340456661	-5.08589475724482	-2.46976252866524
0.0066972934045666	-5.08039026087158	-2.48571049244876
0.00670979340456657	-5.05438790726033	-2.51718861956542
0.00671018402956647	-5.0516480706179	-2.51816218510442
0.00671037934206642	-5.04986147123008	-2.51864853769574
0.00671076996706632	-5.04339754999306	-2.51961953825517
0.00671081879519142	-5.04175491091913	-2.51974068753342
0.00671084320925397	-5.04067170143463	-2.51980123504449
0.00671089203737907	-5.03666920666284	-2.51992221167566
0.00671090538552477	-5.03457624667165	-2.51995523384211
0.00671091205959762	-5.03328255842904	-2.51997173637266
0.00671093208181617	-5.02657455238977	-2.52002117120927
0.00671095877810757	-4.91695623933264	-2.52008592555243
0.00671096211514399	-4.87092258799806	-2.52009369050441
0.00671097546328969	-4.53996363170023	-2.52012244086083
0.00671098881143539	-4.12710497638346	-2.52014623278856
0.00671100725810403	-3.5440977242795	-2.52017023804852
0.00671103588330624	-2.63690497458416	-2.52018681865577
0.00671108980461543	-0.927343330260732	-2.52014951232506
0.00671115425069346	1.11388758580644	-2.51998745857174
0.0067112831428493	4.870983625054	-2.51930412606212
0.00671134100361837	5.01595409215116	-2.51890908508868
0.00671139095866957	4.99789175581562	-2.51855249260756
0.006711444139192	4.99335302765195	-2.51816799076914
0.00671151907529888	4.993454012513	-2.51762397397721
0.00671166894751263	4.99359043829803	-2.51653446567095
0.00671196869194013	4.99364386296279	-2.51435463833613
0.00671256818079535	4.99374740849196	-2.50999581295626
0.00671376715850558	4.99395613232498	-2.5012847313625
0.00671616511392603	4.99437269752272	-2.48389140732091
0.00672096102476716	4.99520215734858	-2.44922184836259
0.00673055284644941	4.99684644734872	-2.38034993955521
0.0067497364898137	5.000077176618	-2.24445400026376
0.00678810377654226	5.00631274242242	-1.97988030483485
0.00686483834999962	5.0179226415402	-1.47827229217464
0.00696483834999961	5.03144309621292	-0.876103711335452
0.0070648383499996	5.04328275501418	-0.327819533837618
0.00716483834999959	5.0535864720836	0.171151897281496
0.00726483834999958	5.06249154486074	0.625159326577835
0.00736483834999957	5.0701246317164	1.03822455136825
0.00746483834999956	5.07660144690123	1.4140291413545
0.00756483834999955	5.08202733631691	1.75593037392023
0.00766483834999954	5.08649808978224	2.06698538925162
0.00776483834999953	5.09009081976988	2.3499605617855
0.00778983834999947	5.09079032850322	2.4156339815019
0.00780233834999944	5.08899600908676	2.44805871435216
0.00781483834999941	5.07983713532897	2.48015134485363
0.00782108834999939	5.07240043314417	2.49597397675198
0.0078242133499995	5.06692136527323	2.50384486808486
0.00782577584999955	5.06325234330939	2.50776886676009
0.00782890084999965	5.05000239186566	2.51557836842007
0.00782929147499956	5.04592981915068	2.51654943520859
0.00782948678749951	5.04213805756009	2.51703415342596
0.00782951120156206	5.04155137471528	2.51709472810201
0.00782956002968716	5.03998430055991	2.51721582848448
0.0078295844437497	5.03879225911324	2.51727633273277
0.0078296332718748	5.03415736081567	2.5173972050375
0.0078296393753905	5.03326574811317	2.51741229744812
0.00782965768593735	5.02933846675023	2.51745753408936
0.00782967599648421	5.0201557595675	2.51750265004964
0.00782970041054654	4.88581681423392	2.51756145585461
0.0078297126175777	4.61811435275897	2.5175879148978
0.00782971566933544	4.5294669036562	2.51759405425845
0.00782973397988229	3.95490311328421	2.51762515545129
0.00782975708379618	3.22135423975172	2.51764972771701
0.00782979882614177	1.89630671672398	2.51765238597429
0.0078298823108327	-0.750048158041912	2.51749657592761
0.0078299942329092	-4.28632647878966	2.51695145714183
0.00783006463101743	-4.99165813042697	2.51648638267459
0.00783012147702378	-5.00903807847684	2.51608385393253
0.00783019342749069	-4.99633650044926	2.5155651736772
0.00783025871488019	-4.99515989671483	2.51509143856123
0.00783038928965896	-4.99530126129382	2.51414226656568
0.00783065043921671	-4.99537539163091	2.51224283727679
0.007831172738332	-4.99546561850582	2.50844423254898
0.00783221733656259	-4.99564740922692	2.50085171087925
0.00783430653302375	-4.99601059848397	2.48568833065878
0.00783848492594608	-4.99673419391156	2.45545034258904
0.00784684171179073	-4.99817026473133	2.39532947423044
0.00786355528348004	-5.00099835137405	2.27649488770407
0.00789698242685866	-5.00648195577272	2.04433949500729
0.00796383671361589	-5.01678721182108	1.60119209879944
0.00806383671361588	-5.03065980249277	0.987684379548671
0.00816383671361587	-5.04282190972095	0.428996089720005
0.00826383671361586	-5.05341936508349	-0.0794712065896358
0.00836383671361585	-5.06259150464955	-0.542128332185758
0.00846383671361583	-5.07046723024913	-0.963066562550863
0.00856383671361582	-5.0771644255561	-1.34603516073546
0.00866383671361581	-5.08279045005794	-1.69445453883652
0.0087638367136158	-5.08744293613052	-2.01143981262813
0.00886383671361579	-5.09120863514258	-2.29982248821626
0.00888883671361573	-5.09197927288052	-2.36675852509844
0.00893883671361584	-5.07533730610162	-2.49640082501852
0.00894196171361594	-5.07031068503164	-2.50428813711143
0.00894352421361599	-5.06705382889046	-2.50822094337243
0.0089466492136161	-5.05691450799796	-2.51605375169923
0.008947039838616	-5.05481171947464	-2.51702896205425
0.00894782108861603	-5.04833242506324	-2.51897552111459
0.008947918744866	-5.04700218052136	-2.51921837178886
0.00894811405736595	-5.04244866344869	-2.51970349409444
0.0089481384714285	-5.0415413456981	-2.51976406416225
0.0089481872995536	-5.03870242301428	-2.51988511776646
0.00894821171361615	-5.03533902850701	-2.51994553463854
0.00894822392064731	-5.03277222699788	-2.5199757120952
0.00894823002416301	-5.03115393600526	-2.5199907910909
0.00894824833470986	-5.02221352799762	-2.52003594049095
0.00894826664525672	-4.97681794567853	-2.52008061693119
0.00894829105931905	-4.45277707612309	-2.52013358372227
0.00894830326635021	-4.07977789720083	-2.52015443313838
0.00894832381956445	-3.43465377506058	-2.52017953270192
0.00894835266214322	-2.52277033602922	-2.52019304808255
0.00894840298441602	-0.928675864089135	-2.52015542126931
0.00894845299682801	0.655398413857994	-2.5200408174036
0.00894855302165198	3.81638836749437	-2.5195809767704
0.00894861871403418	4.95283448794938	-2.51915469293244
0.00894863513712973	4.9973808161625	-2.5190372669284
0.00894866798332083	4.99806760288685	-2.51879980131126
0.00894871174202527	4.99383844269919	-2.51848208791707
0.00894876472442263	4.99346929214255	-2.51809682484991
0.00894887068921735	4.9935693806014	-2.51732595871268
0.00894908261880656	4.99361812000206	-2.51578413761971
0.00894950647798498	4.99369123769613	-2.51270116346531
0.00895035419634183	4.99383885449536	-2.50653870351781
0.00895204963305551	4.99413377698506	-2.49422837592579
0.00895544050648311	4.99472177771769	-2.46966648839415
0.00896222225333831	4.99589043606718	-2.42077720369034
0.00897578574704871	4.99819862310506	-2.32392899772675
0.00900291273446951	5.00270045622294	-2.13389184422717
0.00905716670931112	5.01126133146019	-1.76797071356536
0.0091571667093111	5.02558847468565	-1.13996942418004
0.00925716670931109	5.0381670737199	-0.567984498229411
0.00935716670931108	5.04914425990556	-0.0473819103418113
0.00945716670931107	5.05866199608527	0.426328952662723
0.00955716670931106	5.06685206205371	0.857328309280153
0.00965716670931105	5.07383512054157	1.24945198000497
0.00975716670931104	5.07972110897021	1.60620107322814
0.00985716670931103	5.08461001762395	1.93076479555393
0.00995716670931102	5.08859258955967	2.2260457421418
 
